Obs;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2010-04-24T00:00:00.0/2010-04-25T00:00:00.0;7951.6187;6812.8335;6281.6484;531.1849;11007.9512;6446.2681;5504.3169;941.9513;8740.6436;0.984
2010-04-25T00:00:00.0/2010-04-26T00:00:00.0;7903.3032;6695.1289;6201.4917;493.6372;10925.0244;5763.6455;4283.0068;1480.639;5944.7036;0.984
2010-04-26T00:00:00.0/2010-04-27T00:00:00.0;7855.314;6643.519;6123.6157;519.9031;10812.2725;6124.6553;5055.2681;1069.3873;7771.4609;0.9844
2010-04-27T00:00:00.0/2010-04-28T00:00:00.0;7807.6802;6576.1245;6036.6357;539.4889;10644.0645;5949.3848;4583.0732;1366.3116;6735.9341;0.9851
2010-04-28T00:00:00.0/2010-04-29T00:00:00.0;7760.4912;6480.8184;5856.3232;624.4952;10308.6602;3048.8774;408.1598;2640.7178;727.8077;0.9858
2010-04-29T00:00:00.0/2010-04-30T00:00:00.0;7713.7456;6314.4434;5698.9009;615.5423;10018.8604;5173.9106;2929.2078;2244.7029;4588.0713;0.9858
2010-04-30T00:00:00.0/2010-05-01T00:00:00.0;7667.4609;6030.3965;5086.4839;943.9127;8718.2686;2794.9536;409.0748;2385.8789;603.2319;0.9861
2010-05-01T00:00:00.0/2010-05-02T00:00:00.0;7621.6245;6057.1709;5373.6899;683.4809;9468.0625;3894.054;1474.3533;2419.7007;2017.5942;0.9865
2010-05-02T00:00:00.0/2010-05-03T00:00:00.0;7576.3101;6363.3496;5879.1699;484.1793;10606.9717;6154.7646;5517.0239;637.741;9190.1328;0.9868
2010-05-03T00:00:00.0/2010-05-04T00:00:00.0;7531.4937;6340.6772;5878.6045;462.0728;10689.7197;6145.168;5532.1929;612.9749;9317.0176;0.9872
2010-05-04T00:00:00.0/2010-05-05T00:00:00.0;7487.2021;6287.7744;5755.5312;532.2432;10424.3057;6015.5498;5351.1841;664.3657;8833.2822;0.9875
2010-05-05T00:00:00.0/2010-05-06T00:00:00.0;7443.4824;6347.5479;5708.8911;638.657;10330.4697;6256.415;5602.4536;653.9612;9679.7881;0.9878
2010-05-06T00:00:00.0/2010-05-07T00:00:00.0;7400.2612;6250.2949;5606.9688;643.3259;10170.7207;6150.2783;5480.3945;669.8837;9349.2607;0.9885
2010-05-07T00:00:00.0/2010-05-08T00:00:00.0;7357.752;6121.0913;5645.1147;475.9768;10382.585;5897.5942;5252.0728;645.5215;8894.9053;0.9885
2010-05-08T00:00:00.0/2010-05-09T00:00:00.0;7315.7896;6070.8721;5508.8442;562.0275;10081.5488;5618.4893;4705.1968;913.2925;7772.2012;0.9889
2010-05-09T00:00:00.0/2010-05-10T00:00:00.0;7274.4658;6017.6704;5412.8418;604.8287;9913.9805;5551.9473;4637.4648;914.4825;7248.583;0.984
2010-05-10T00:00:00.0/2010-05-11T00:00:00.0;7233.7827;5925.0708;5097.3638;827.7069;9239.4082;5703.8726;4724.415;979.4571;7993.1938;0.9844
2010-05-11T00:00:00.0/2010-05-12T00:00:00.0;7193.7695;6006.375;5375.4839;630.8907;9896.0293;5896.1934;5228.5078;667.6859;9108.5107;0.9795
2010-05-12T00:00:00.0/2010-05-13T00:00:00.0;7154.4453;5926.835;5181.4453;745.3895;9513.543;5645.4668;4731.0747;914.3918;7690.7383;0.9799
2010-05-13T00:00:00.0/2010-05-14T00:00:00.0;7115.8208;5907.5562;5191.8872;715.669;9602.1543;3852.344;1334.4885;2517.8555;1996.3374;0.9802
2010-05-14T00:00:00.0/2010-05-15T00:00:00.0;7077.9258;5913.4673;5391.6763;521.7914;10117.1445;4453.6309;2866.1208;1587.5104;4185.0557;0.9806
2010-05-15T00:00:00.0/2010-05-16T00:00:00.0;7040.8115;5809.9233;5323.4902;486.4331;10022.7949;4123.3813;2719.6721;1403.7095;4210.7183;0.9806
2010-05-16T00:00:00.0/2010-05-17T00:00:00.0;7004.4175;5685.2446;5096.7583;588.486;9552.4873;2275.3567;203.4612;2071.8955;320.9839;0.9809
2010-05-17T00:00:00.0/2010-05-18T00:00:00.0;6968.7988;5886.7959;5400.9878;485.808;10311.4541;5717.3208;5121.8911;595.4297;9066.6035;0.9812
2010-05-18T00:00:00.0/2010-05-19T00:00:00.0;6933.9771;5944.2964;5470.6821;473.6143;10500.8418;5743.2256;5135.5938;607.6318;8887.2031;0.9816
2010-05-19T00:00:00.0/2010-05-20T00:00:00.0;6899.9502;5774.0381;5110.147;663.8911;9671.3291;4354.4717;1876.0146;2478.4568;2950.3865;0.9819
2010-05-20T00:00:00.0/2010-05-21T00:00:00.0;6866.7656;5719.5874;5182.877;536.7107;9909.8584;5393.4985;4464.5449;928.9536;7780.9316;0.9823
2010-05-21T00:00:00.0/2010-05-22T00:00:00.0;6834.4585;5662.0405;5130.061;531.9794;9840.8174;4759.7744;3605.2705;1154.504;5623.6665;0.9823
2010-05-22T00:00:00.0/2010-05-23T00:00:00.0;6802.9478;5634.6284;5132.7319;501.8962;9880.5693;4578.2197;2719.7642;1858.4559;4148.8916;0.9826
2010-05-23T00:00:00.0/2010-05-24T00:00:00.0;6772.3315;5677.1899;5206.9663;470.224;10113.0654;3794.1284;1207.0077;2587.1206;2040.0402;0.983
2010-05-24T00:00:00.0/2010-05-25T00:00:00.0;6742.6216;5787.6328;5353.2993;434.3334;10495.2109;5647.3579;5145.3823;501.9755;9405.0166;0.983
2010-05-25T00:00:00.0/2010-05-26T00:00:00.0;6713.7783;5751.4272;5256.0679;495.3592;10279.0518;5544.3506;4867.6362;676.7148;8923.2422;0.9833
2010-05-26T00:00:00.0/2010-05-27T00:00:00.0;6685.8677;5630.0425;5092.5737;537.469;9936.4561;4471.8867;2504.8179;1967.0687;3875.2573;0.9781
2010-05-27T00:00:00.0/2010-05-28T00:00:00.0;6658.8125;5373.1045;4788.1011;585.0034;9248.6396;3930.1538;1621.0476;2309.1064;3043.2021;0.984
2010-05-28T00:00:00.0/2010-05-29T00:00:00.0;6632.7705;5362.8682;4820.9194;541.9487;9379.1816;4396.6309;2043.1409;2353.49;3387.9246;0.984
2010-05-29T00:00:00.0/2010-05-30T00:00:00.0;6607.626;5669.4927;5220.5601;448.9326;10318.8389;3931.644;1176.4391;2755.2048;1806.215;0.9844
2010-05-30T00:00:00.0/2010-05-31T00:00:00.0;6583.4854;5563.915;5104.0464;459.8683;10102.2666;5277.5312;4291.0669;986.4647;8046.2026;0.9844
2010-05-31T00:00:00.0/2010-06-01T00:00:00.0;6560.2954;5508.0737;5036.0029;472.0707;9964.9697;5305.606;4675.2876;630.318;8564.0859;0.9844
2010-06-01T00:00:00.0/2010-06-02T00:00:00.0;6538.0596;5578.3608;5021.0459;557.3148;9909.5537;5423.5586;4780.1733;643.3851;8768.1621;0.9847
2010-06-02T00:00:00.0/2010-06-03T00:00:00.0;6516.8398;5525.9302;4940.709;585.2216;9748.2998;4917.2383;3441.9214;1475.3171;5945.4219;0.9847
2010-06-03T00:00:00.0/2010-06-04T00:00:00.0;6496.543;5541.5752;5045.958;495.6169;10059.4316;4895.0566;3596.0906;1298.9659;6304.7119;0.9854
2010-06-04T00:00:00.0/2010-06-05T00:00:00.0;6477.3384;5413.4126;4938.8013;474.6112;9845.6689;3945.7402;1875.5608;2070.1797;2974.5491;0.9854
2010-06-05T00:00:00.0/2010-06-06T00:00:00.0;6459.1377;5344.457;4856.4951;487.9622;9683.8086;4226.8184;2159.0032;2067.8154;3491.7717;0.9854
2010-06-06T00:00:00.0/2010-06-07T00:00:00.0;6441.937;5425.2183;4948.1294;477.0887;9889.4004;4473.4419;2943.4241;1530.0182;4998.3188;0.9649
2010-06-07T00:00:00.0/2010-06-08T00:00:00.0;6425.8096;5399.3462;4948.4453;450.9008;9953.1201;5279.5312;4757.7695;521.762;8868.1152;0.9858
2010-06-08T00:00:00.0/2010-06-09T00:00:00.0;6410.6694;5359.8955;4902.25;457.6457;9860.3975;4420.2778;2377.5029;2042.775;3991.7339;0.9861
2010-06-09T00:00:00.0/2010-06-10T00:00:00.0;6396.6245;5375.7207;4815.7734;559.9474;9616.0127;3274.6584;724.5914;2550.0671;1161.5177;0.9809
2010-06-10T00:00:00.0/2010-06-11T00:00:00.0;6383.6226;5325;4781.0288;543.9711;9563.0645;4787.1777;3433.4756;1353.702;6294.6592;0.9858
2010-06-11T00:00:00.0/2010-06-12T00:00:00.0;6371.688;5259.5566;4622.6855;636.8707;9174.5371;4365.0537;2232.2078;2132.8457;3836.1428;0.9861
2010-06-12T00:00:00.0/2010-06-13T00:00:00.0;6360.8237;5284.937;4722.9053;562.0319;9434.584;4451.8809;2360.6565;2091.2241;4095.2361;0.9861
2010-06-13T00:00:00.0/2010-06-14T00:00:00.0;6351.0205;5233.9287;4652.0161;581.9128;9294.8838;4932.3145;3912.1538;1020.1608;6937.8496;0.9861
2010-06-14T00:00:00.0/2010-06-15T00:00:00.0;6342.2559;5358.7842;4887.042;471.742;9878.9746;4557.4033;3668.3257;889.0776;5944.145;0.9865
2010-06-15T00:00:00.0/2010-06-16T00:00:00.0;6334.6128;5402.1177;4916.8208;485.2966;9958.7637;4535.7812;3072.166;1463.6152;5366.2319;0.9865
2010-06-16T00:00:00.0/2010-06-17T00:00:00.0;6328.0381;5390.521;4941.0664;449.4544;10029.8008;4439.4888;2557.7959;1881.6931;5172.8022;0.9865
2010-06-17T00:00:00.0/2010-06-18T00:00:00.0;6322.5015;5387.5918;4938.3076;449.2841;10021.7676;5187.9634;4567.4951;620.4685;8306.1855;0.9868
2010-06-18T00:00:00.0/2010-06-19T00:00:00.0;6318.0986;5497.4092;5049.7646;447.6445;10303.2305;4722.7622;3009.3301;1713.4324;5289.3955;0.9868
2010-06-19T00:00:00.0/2010-06-20T00:00:00.0;6314.8237;5457.0859;5017.877;439.209;10250.0674;4798.6772;3254.2319;1544.4453;5539.1455;0.9865
2010-06-20T00:00:00.0/2010-06-21T00:00:00.0;6312.5898;5255.3525;4763.0635;492.2894;9628.6553;3882.8125;1730.0707;2152.7417;2745.7471;0.9868
2010-06-21T00:00:00.0/2010-06-22T00:00:00.0;6311.394;5267.7852;4812.9175;454.8676;9757.6973;3816.7395;1140.5261;2676.2134;2025.1082;0.9868
2010-06-22T00:00:00.0/2010-06-23T00:00:00.0;6311.3311;5295.9487;4796.8169;499.132;9714.6045;3792.7776;1046.6477;2746.1299;1797.4482;0.9868
2010-06-23T00:00:00.0/2010-06-24T00:00:00.0;6312.3853;5292.8579;4783.5396;509.3188;9658.9424;3817.646;1338.7078;2478.9385;2181.29;0.9865
2010-06-24T00:00:00.0/2010-06-25T00:00:00.0;6314.4893;5254.0044;4775.9307;478.0739;9663.4014;4837.3276;3790.6128;1046.7148;6967.0586;0.9861
2010-06-25T00:00:00.0/2010-06-26T00:00:00.0;6317.6646;5171.5537;4677.2437;494.3102;9426.377;4953.3428;4249.1411;704.2018;7827.8564;0.9865
2010-06-26T00:00:00.0/2010-06-27T00:00:00.0;6321.9087;5212.0908;4680.6514;531.4398;9394.1758;4755.4683;3513.4907;1241.9772;5978.9165;0.9812
2010-06-27T00:00:00.0/2010-06-28T00:00:00.0;6327.2314;5174.2061;4605.8433;568.3627;9196.7256;4522.2646;3152.3298;1369.9348;5233.667;0.9865
2010-06-28T00:00:00.0/2010-06-29T00:00:00.0;6333.6357;5102.9062;4581.4688;521.4374;9164.5371;4661.8091;3718.1748;943.634;6411.6846;0.9865
2010-06-29T00:00:00.0/2010-06-30T00:00:00.0;6341.0967;5304.7412;4838.9971;465.7441;9776.6748;5167.9604;4620.8398;547.121;8558.9941;0.9865
2010-06-30T00:00:00.0/2010-07-01T00:00:00.0;6349.6523;5365.5332;4881.5532;483.98;9860.7881;5257.6846;4686.9307;570.7538;8844.0518;0.9861
2010-07-01T00:00:00.0/2010-07-02T00:00:00.0;6359.2383;5476.519;4917.9146;558.6048;9852.6113;5363.7114;4724.4839;639.2274;8867.2383;0.9861
2010-07-02T00:00:00.0/2010-07-03T00:00:00.0;6369.8657;5534.9087;5019.3262;515.5823;10116.8428;5417.5303;4814.6611;602.8687;9050.043;0.9861
2010-07-03T00:00:00.0/2010-07-04T00:00:00.0;6381.5713;5395.8633;4924.6147;471.2485;9913.2158;5314.1777;4784.271;529.9067;9075.6191;0.9858
2010-07-04T00:00:00.0/2010-07-05T00:00:00.0;6394.2905;5460.9199;5012.29;448.6299;10110.1367;5239.2363;4572.1865;667.0498;8383.0195;0.9854
2010-07-05T00:00:00.0/2010-07-06T00:00:00.0;6408.0308;5407.8018;4921.1777;486.6239;9874.1758;5213.5889;4547.124;666.4647;8277.0215;0.9858
2010-07-06T00:00:00.0/2010-07-07T00:00:00.0;6422.833;5504.2407;5032.606;471.6347;10085.3828;4984.3081;3712.7969;1271.5114;6716.7583;0.9854
2010-07-07T00:00:00.0/2010-07-08T00:00:00.0;6438.6328;5516.9453;5007.6421;509.3033;10030.8818;5385.3193;4772.7412;612.578;8811.9766;0.9854
2010-07-08T00:00:00.0/2010-07-09T00:00:00.0;6455.416;5431.7715;4866.0181;565.7532;9634.3564;5299.3213;4617.6855;681.6359;8585.7344;0.9854
2010-07-09T00:00:00.0/2010-07-10T00:00:00.0;6473.2446;5337.811;4698.437;639.3737;9236.1025;5228.1782;4512.54;715.6384;8308.5254;0.9851
2010-07-10T00:00:00.0/2010-07-11T00:00:00.0;6492.0195;5470.5649;4949.7964;520.7686;9790.5352;5343.1675;4723.1895;619.9778;8669.9326;0.9851
2010-07-11T00:00:00.0/2010-07-12T00:00:00.0;6511.8013;5711.4048;5236.0898;475.315;10447.9434;5564.7134;4959.5166;605.197;9180.7939;0.9847
2010-07-12T00:00:00.0/2010-07-13T00:00:00.0;6532.5659;5568.0269;5117.3101;450.7169;10149.1123;5450.2505;4909.5825;540.6678;9094.5059;0.9844
2010-07-13T00:00:00.0/2010-07-14T00:00:00.0;6554.2417;5621.9824;5150.8149;471.1674;10206.5518;5497.8877;4920.4814;577.4064;9043.6768;0.9844
2010-07-14T00:00:00.0/2010-07-15T00:00:00.0;6576.9048;5667.1304;5223.9194;443.2108;10350.6221;5447.9492;4849.3911;598.5585;8516.1494;0.9788
2010-07-15T00:00:00.0/2010-07-16T00:00:00.0;6600.458;5690.5571;5227.8931;462.6638;10330.1104;5092.3809;4220.1934;872.1874;6776.7378;0.984
2010-07-16T00:00:00.0/2010-07-17T00:00:00.0;6624.9561;5621.1387;5159.0425;462.096;10124.1836;4865.8169;3879.2085;986.6085;6131.6626;0.9681
2010-07-17T00:00:00.0/2010-07-18T00:00:00.0;6650.3325;5585.2075;5085.813;499.3948;9951.957;4007.6282;2505.7527;1501.8754;4016.1924;0.9837
2010-07-18T00:00:00.0/2010-07-19T00:00:00.0;6676.6406;5768.1851;5236.0073;532.1777;10212.7754;3584.9248;1292.0939;2292.8308;2172.7278;0.9833
2010-07-19T00:00:00.0/2010-07-20T00:00:00.0;6703.832;5894.1367;5472.2876;421.8494;10764.4043;5348.9639;4096.7993;1252.1649;6700.1016;0.983
2010-07-20T00:00:00.0/2010-07-21T00:00:00.0;6731.8394;5951.1118;5520.4258;430.6861;10806.0049;5605.0742;4919.3237;685.7507;8254.2158;0.983
2010-07-21T00:00:00.0/2010-07-22T00:00:00.0;6760.7725;5981.4355;5550.8184;430.6175;10836.7939;5228.3843;3616.6272;1611.7572;5709.292;0.9823
2010-07-22T00:00:00.0/2010-07-23T00:00:00.0;6790.4824;5843.0493;5377.8706;465.1785;10389.3818;4931.5205;3866.1382;1065.3824;6211.937;0.9719
2010-07-23T00:00:00.0/2010-07-24T00:00:00.0;6820.9912;5909.854;5469.9336;439.9202;10599.6436;5781.7935;5232.3594;549.4341;9424.9482;0.9823
2010-07-24T00:00:00.0/2010-07-25T00:00:00.0;6852.4019;6036.7061;5575.8179;460.8882;10759.6133;5619.8652;4738.2168;881.6486;7634.6528;0.9816
2010-07-25T00:00:00.0/2010-07-26T00:00:00.0;6884.5239;5945.6318;5473.5186;472.1131;10472.7129;5795.5601;5210.6372;584.9229;9192.0166;0.9816
2010-07-26T00:00:00.0/2010-07-27T00:00:00.0;6917.4492;5853.8667;5281.5044;572.3623;9949.7744;5733.0459;5075.3921;657.6536;9040.5;0.976
2010-07-27T00:00:00.0/2010-07-28T00:00:00.0;6951.1597;5925.0537;5346.5669;578.4866;10071.1729;5825.9966;5189.5938;636.4027;9240.7656;0.9809
2010-07-28T00:00:00.0/2010-07-29T00:00:00.0;6985.5513;5973.8945;5431.791;542.1038;10235.7773;5820.2573;5150.002;670.2554;8845.4541;0.9809
2010-07-29T00:00:00.0/2010-07-30T00:00:00.0;7020.7764;5947.3813;5382.1562;565.2251;10055.6924;5878.4756;5275.9565;602.5189;9397.8506;0.9802
2010-07-30T00:00:00.0/2010-07-31T00:00:00.0;7056.6235;6152.5366;5680.6543;471.8824;10720.6045;5808.0322;5083.6997;724.3322;8505.9404;0.9802
2010-07-31T00:00:00.0/2010-08-01T00:00:00.0;7093.2505;6069.2427;5526.6426;542.6002;10300.3438;5791.3965;4979.2471;812.1496;8227.3633;0.9795
2010-08-01T00:00:00.0/2010-08-02T00:00:00.0;7130.4863;6149.6499;5619.7056;529.9444;10448.2051;6001.0703;5364.9683;636.1025;9278.9541;0.9795
2010-08-02T00:00:00.0/2010-08-03T00:00:00.0;7168.4146;6187.9556;5587.8623;600.093;10297.7412;5923.9116;5083.9629;839.9489;8576.7178;0.9792
2010-08-03T00:00:00.0/2010-08-04T00:00:00.0;7207.0044;6110.0713;5545.9502;564.1212;10233.3916;4612.6167;2530.4441;2082.1724;3619.166;0.984
2010-08-04T00:00:00.0/2010-08-05T00:00:00.0;7246.2227;6350.8481;5902.9766;447.8718;10966.1729;6039.5898;5232.9917;806.5984;8678.2236;0.9889
2010-08-05T00:00:00.0/2010-08-06T00:00:00.0;7286.0391;6274.2236;5669.3418;604.8821;10369.791;6175.0171;5522.0713;652.9454;9500.7373;0.9885
2010-08-06T00:00:00.0/2010-08-07T00:00:00.0;7326.4863;6388.0947;5868.7646;519.3299;10785.0234;5451.7812;4075.6604;1376.1208;6469.9502;0.9882
2010-08-07T00:00:00.0/2010-08-08T00:00:00.0;7367.4756;6303.0757;5543.7261;759.3496;9965.1719;6187.3916;5384.7598;802.632;9104.3291;0.9878
2010-08-08T00:00:00.0/2010-08-09T00:00:00.0;7409.0376;6281.0605;5604.7881;676.2725;10051.1328;5012.1421;2273.533;2738.6091;3700.2922;0.9875
2010-08-09T00:00:00.0/2010-08-10T00:00:00.0;7451.1411;6234.6572;5515.1543;719.5032;9810.8066;6083.4536;5300.9624;782.4911;8782.8105;0.9875
2010-08-10T00:00:00.0/2010-08-11T00:00:00.0;7493.7393;6166.9556;5403.459;763.4968;9520.2207;6014.9458;5181.2388;833.7071;8573.5273;0.9868
2010-08-11T00:00:00.0/2010-08-12T00:00:00.0;7536.8691;6221.2769;5573.1392;648.1379;9842.6494;5201.146;3976.0234;1225.1223;5642.3052;0.9865
2010-08-12T00:00:00.0/2010-08-13T00:00:00.0;7580.4688;6605.1646;6086.209;518.9557;10881.6387;6257.2563;5377.9429;879.3134;8493.8135;0.9861
2010-08-13T00:00:00.0/2010-08-14T00:00:00.0;7624.5601;6577.6191;6048.4463;529.1729;10743.3232;6063.4038;4596.1699;1467.2341;7630.9766;0.9802
2010-08-14T00:00:00.0/2010-08-15T00:00:00.0;7669.0239;6526.0986;5798.0308;728.0676;10144.543;4591.7676;1628.7767;2962.9907;2230.4751;0.9854
2010-08-15T00:00:00.0/2010-08-16T00:00:00.0;7713.9497;6571.2124;5989.5557;581.6565;10553.7764;5738.8223;3762.0588;1976.7633;5652.873;0.9854
2010-08-16T00:00:00.0/2010-08-17T00:00:00.0;7759.3154;6566.4761;5964.2471;602.2291;10423.2266;4462.1685;1352.573;3109.5952;1849.1174;0.9688
2010-08-17T00:00:00.0/2010-08-18T00:00:00.0;7805.0254;6552.561;5905.728;646.8328;10222.6104;6229.04;5163.5249;1065.5154;8019.7471;0.984
2010-08-18T00:00:00.0/2010-08-19T00:00:00.0;7851.0498;6664.1909;5966.4805;697.71;10212.8574;4317.5615;1132.6306;3184.9309;1856.2982;0.984
2010-08-19T00:00:00.0/2010-08-20T00:00:00.0;7897.5146;5900.3809;4152.5972;1747.7834;6664.1455;4389.4497;1759.2621;2630.1875;2423.3735;0.9622
2010-08-20T00:00:00.0/2010-08-21T00:00:00.0;7944.2661;6338.4731;5409.6426;928.8306;8987.1846;5331.7368;3953.4602;1378.2769;5334.1763;0.983
2010-08-21T00:00:00.0/2010-08-22T00:00:00.0;7991.3125;6499.5767;5683.334;816.2426;9531.2979;5653.3491;4267.7852;1385.5645;5877.6978;0.9826
2010-08-22T00:00:00.0/2010-08-23T00:00:00.0;8038.6875;7069.1851;6490.1885;578.9968;11159.9922;6942.1851;6332.6899;609.4948;10112.4414;0.9767
2010-08-23T00:00:00.0/2010-08-24T00:00:00.0;8086.2568;7159.9351;6555.2266;604.7085;11266.7939;7042.6953;6418.8677;623.8278;10462.0234;0.9764
2010-08-24T00:00:00.0/2010-08-25T00:00:00.0;8134.1211;6718.3394;5678.4556;1039.8838;9343.0928;6650.1074;5625.436;1024.6716;8987.4238;0.9816
2010-08-25T00:00:00.0/2010-08-26T00:00:00.0;8182.2549;6879.436;6040.436;838.9999;10013.3799;6809.5889;5980.3896;829.1992;9616.0654;0.9809
2010-08-26T00:00:00.0/2010-08-27T00:00:00.0;8230.5742;6922.7568;6210.2739;712.483;10376.1094;6807.1353;6057.895;749.2404;9725.1045;0.9753
2010-08-27T00:00:00.0/2010-08-28T00:00:00.0;8279.083;6986.7778;6260.6079;726.1702;10364.3359;6904.3369;6184.2153;720.1213;9859.1201;0.9701
2010-08-28T00:00:00.0/2010-08-29T00:00:00.0;8327.7559;7166.3115;6540.4004;625.9114;10866.4727;7075.769;6454.1333;621.6357;10295.9619;0.9799
2010-08-29T00:00:00.0/2010-08-30T00:00:00.0;8376.6475;6760.7573;5708.4849;1052.2721;9100.8721;6616.8857;5611.2427;1005.6428;8491.9092;0.9844
2010-08-30T00:00:00.0/2010-08-31T00:00:00.0;8425.6357;6941.4932;6067.3247;874.1683;9818.7461;6686.5703;5632.6392;1053.931;8489.4199;0.9889
2010-08-31T00:00:00.0/2010-09-01T00:00:00.0;8474.7373;6962.4214;6044.9722;917.449;9739.458;3898.5208;1121.7859;2776.7349;1403.4987;0.9889
2010-09-01T00:00:00.0/2010-09-02T00:00:00.0;8523.9531;6941.6587;6124.5591;817.0995;9878.1143;3688.0459;1674.2202;2013.8258;2029.0955;0.9885
2010-09-02T00:00:00.0/2010-09-03T00:00:00.0;8573.2656;7093.291;6420.4517;672.8391;10489.5127;2888.9475;200.6765;2688.2712;261.1163;0.9878
2010-09-03T00:00:00.0/2010-09-04T00:00:00.0;8622.6377;7464.7617;6930.3198;534.4421;11452.0586;5698.9165;2999.094;2699.8225;3979.5874;0.9878
2010-09-04T00:00:00.0/2010-09-05T00:00:00.0;8672.0518;7443.2339;6867.6709;575.5634;11284.6533;7039.313;6208.4082;830.9044;9132.1475;0.9875
2010-09-05T00:00:00.0/2010-09-06T00:00:00.0;8721.5596;7366.377;6746.1641;620.2132;10958.791;7100.0288;6336.7925;763.2361;9470.1309;0.9865
2010-09-06T00:00:00.0/2010-09-07T00:00:00.0;8771.0273;7561.5835;6830.8711;730.7124;11025.04;7425.8159;6704.6426;721.1733;10211.9424;0.9865
2010-09-07T00:00:00.0/2010-09-08T00:00:00.0;8820.4824;7484.3076;6882.208;602.0996;11146.8037;7324.9277;6719.6963;605.2316;10101.0195;0.9861
2010-09-08T00:00:00.0/2010-09-09T00:00:00.0;8869.9561;7425.4097;6649.0742;776.3352;10614.1602;7197.4058;6351.9971;845.4086;9463.7754;0.9851
2010-09-09T00:00:00.0/2010-09-10T00:00:00.0;8919.3535;7578.231;6854.9033;723.3275;10955.7266;7380.9448;6625.876;755.0688;9912.6279;0.9851
2010-09-10T00:00:00.0/2010-09-11T00:00:00.0;8968.6816;7509.6025;6701.1489;808.4534;10562.5586;6773.1196;5613.7432;1159.3762;7443.4497;0.9847
2010-09-11T00:00:00.0/2010-09-12T00:00:00.0;9017.9248;7322.4199;6311.5054;1010.9142;9722.3066;6077.8433;4279.8257;1798.0177;5412.7681;0.984
2010-09-12T00:00:00.0/2010-09-13T00:00:00.0;9067.1221;7592.2676;6782.1152;810.1524;10491.4531;6472.3037;4020.0449;2452.2588;5696.2964;0.9785
2010-09-13T00:00:00.0/2010-09-14T00:00:00.0;9116.1621;8019.8149;7420.1636;599.6515;11755.0557;7851.0908;7227.7539;623.337;10732.4883;0.9833
2010-09-14T00:00:00.0/2010-09-15T00:00:00.0;9165.0674;7902.7817;7278.5605;624.2209;11570.46;7642.4126;6925.0361;717.3763;10310.5469;0.983
2010-09-15T00:00:00.0/2010-09-16T00:00:00.0;9213.8066;8003.6729;7376.9224;626.7509;11701.7783;7829.3975;7209.0347;620.3628;10816.5732;0.9826
2010-09-16T00:00:00.0/2010-09-17T00:00:00.0;9262.4482;7962.4458;7356.9507;605.4951;11633.2295;7734.9102;7087.1211;647.7889;10467.1914;0.9819
2010-09-17T00:00:00.0/2010-09-18T00:00:00.0;9310.8594;7692.7476;6765.8442;926.9033;10351.5391;7401.7905;6443.7939;957.9967;9052.002;0.9819
2010-09-18T00:00:00.0/2010-09-19T00:00:00.0;9359.0586;7713.2495;6695.46;1017.7892;10171.3428;7317.9497;6133.0376;1184.912;8412.3359;0.9812
2010-09-19T00:00:00.0/2010-09-20T00:00:00.0;9407.0947;7926.6558;7164.478;762.1778;11054.7666;7635.8511;6792.5903;843.2604;9499.0117;0.9806
2010-09-20T00:00:00.0/2010-09-21T00:00:00.0;9454.8672;7951.1836;7159.9331;791.2504;10931.8779;7623.0972;6713.958;909.1387;9427.1182;0.9806
2010-09-21T00:00:00.0/2010-09-22T00:00:00.0;9502.3887;8127.374;7309.7671;817.6071;11144.6523;7645.6421;6649.127;996.5151;8958.2803;0.9799
2010-09-22T00:00:00.0/2010-09-23T00:00:00.0;9549.6465;7818.8916;6591.5728;1227.3186;9736.915;6584.9116;4159.8696;2425.0417;5340.5234;0.9899
2010-09-23T00:00:00.0/2010-09-24T00:00:00.0;9596.6904;8087.8379;7322.1245;765.7133;11277.6416;7741.0859;6918.9419;822.1439;9432.1367;0.9892
2010-09-24T00:00:00.0/2010-09-25T00:00:00.0;9643.4023;8247.6357;7603.1484;644.4871;11742.7822;8030.022;7373.8662;656.1556;10531.9365;0.9889
2010-09-25T00:00:00.0/2010-09-26T00:00:00.0;9689.8076;8228.3643;7451.2925;777.0715;11343.793;6636.7119;3960.0391;2676.6729;4945.0776;0.9882
2010-09-26T00:00:00.0/2010-09-27T00:00:00.0;9735.9463;8273.5107;7554.083;719.4281;11549.7744;7622.0635;6360.5986;1261.465;8568.5312;0.9878
2010-09-27T00:00:00.0/2010-09-28T00:00:00.0;9781.7256;8409.1553;7796.438;612.717;11935.1504;6281.438;3177.8982;3103.5398;3733.8318;0.9875
2010-09-28T00:00:00.0/2010-09-29T00:00:00.0;9827.1592;8315.5166;7591.3638;724.1529;11517.2158;6962.9365;4000.4478;2962.489;5078.4746;0.9868
2010-09-29T00:00:00.0/2010-09-30T00:00:00.0;9872.2334;8394.999;7671.1084;723.8911;11628.1611;8108.2646;7335.8828;772.3821;10195.708;0.9868
2010-09-30T00:00:00.0/2010-10-01T00:00:00.0;9917.0068;8471.3604;7733.8906;737.47;11660.0918;8239.167;7499.2026;739.964;10577.916;0.9861
