Obs;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2016-04-02T00:00:00.0/2016-04-03T00:00:00.0;9040.6748;7437.0254;6609.1738;827.8512;10491.5537;6841.333;5801.9873;1039.3457;7823.2192;0.975
2016-04-03T00:00:00.0/2016-04-04T00:00:00.0;8989.3838;7346.6641;6581.2271;765.4371;10480.0293;6051.856;3604.1309;2447.7253;4732.5298;0.975
2016-04-04T00:00:00.0/2016-04-05T00:00:00.0;8937.9258;7276.6699;6521.2905;755.3795;10407.8086;6155.3545;4291.8242;1863.5303;5578.8013;0.9753
2016-04-05T00:00:00.0/2016-04-06T00:00:00.0;8886.4736;7240.6865;6606.7778;633.9087;10628.7197;6951.8438;6082.4917;869.3522;8986.8242;0.976
2016-04-06T00:00:00.0/2016-04-07T00:00:00.0;8834.9736;7127.6733;6244.7798;882.8937;9960.7764;6169.5605;4399.4561;1770.1041;5784.1182;0.9764
2016-04-07T00:00:00.0/2016-04-08T00:00:00.0;8783.4141;7105.5107;6192.2056;913.3052;9897.125;6250.3022;4751.3115;1498.9905;6363.6885;0.9771
2016-04-08T00:00:00.0/2016-04-09T00:00:00.0;8731.917;7101.8081;6153.8496;947.9587;9859.499;6097.0298;4398.709;1698.3208;5879.7832;0.9774
2016-04-09T00:00:00.0/2016-04-10T00:00:00.0;8680.4365;7102.2227;6324.9175;777.3052;10250.1064;5618.8179;3469.0879;2149.7297;4480.998;0.9778
2016-04-10T00:00:00.0/2016-04-11T00:00:00.0;8628.9658;7034.459;6246.1357;788.3233;10149.6328;6504.9014;5308.271;1196.6304;7991.2812;0.9785
2016-04-11T00:00:00.0/2016-04-12T00:00:00.0;8577.6152;7033.916;6388.4233;645.4927;10511.4922;5219.4663;2547.7014;2671.7646;3517.4048;0.9788
2016-04-12T00:00:00.0/2016-04-13T00:00:00.0;8526.3955;6990.1699;6310.6406;679.5293;10394.2158;4780.1182;1562.4448;3217.6733;2106.2175;0.9792
2016-04-13T00:00:00.0/2016-04-14T00:00:00.0;8475.2158;7124.0381;6509.0693;614.9691;10889.3818;6975.2676;6264.6396;710.6281;9920.7354;0.9795
2016-04-14T00:00:00.0/2016-04-15T00:00:00.0;8424.2148;7045.6836;6424.792;620.8912;10786.1387;6927.335;6237.6963;689.6386;9991.7002;0.9799
2016-04-15T00:00:00.0/2016-04-16T00:00:00.0;8373.3564;7011.8496;6306.3076;705.5422;10578.3516;6932.1372;6199.0415;733.0956;10027.627;0.975
2016-04-16T00:00:00.0/2016-04-17T00:00:00.0;8322.6455;6970.0034;6242.4121;727.5917;10469.0137;5240.3857;2435.8965;2804.489;3401.064;0.976
2016-04-17T00:00:00.0/2016-04-18T00:00:00.0;8272.166;6650.8916;5951.7231;699.1687;9980.7852;5516.5039;4127.3643;1389.1395;5548.7852;0.976
2016-04-18T00:00:00.0/2016-04-19T00:00:00.0;8221.8984;6514.041;5632.1621;881.8792;9386.8789;3888.3625;1512.6736;2375.689;2168.9878;0.9764
2016-04-19T00:00:00.0/2016-04-20T00:00:00.0;8171.8965;6645.6973;5976.2725;669.4246;10107.1045;4102.3125;1266.455;2835.8574;1853.8229;0.9767
2016-04-20T00:00:00.0/2016-04-21T00:00:00.0;8122.1372;6699.3833;6120.9814;578.4022;10506.9629;5974.6484;4627.5835;1347.0653;6972.6982;0.9819
2016-04-21T00:00:00.0/2016-04-22T00:00:00.0;8072.6118;6778.4033;6191.2183;587.1849;10682.6455;4794.0508;1770.1305;3023.9204;2741.4661;0.9781
2016-04-22T00:00:00.0/2016-04-23T00:00:00.0;8023.4312;6662.2642;6007.7876;654.4762;10346.9473;6523.0615;5781.6099;741.4514;9516.1758;0.9833
2016-04-23T00:00:00.0/2016-04-24T00:00:00.0;7974.6108;6976.999;6472.228;504.7706;11364.5771;6892.4048;6380.8369;511.5681;10709.9561;0.9833
2016-04-24T00:00:00.0/2016-04-25T00:00:00.0;7926.0591;6680.5166;6095.0688;585.4478;10633.6885;5912.9053;4488.4927;1424.4126;6511.1987;0.984
2016-04-25T00:00:00.0/2016-04-26T00:00:00.0;7877.8979;6637.6938;6139.5571;498.137;10822.8975;6357.9722;5606.188;751.7839;8797.0977;0.9792
2016-04-26T00:00:00.0/2016-04-27T00:00:00.0;7830.0625;6557.8979;6011.7168;546.1813;10593.3604;6359.0259;5722.4492;636.5768;9275.3936;0.9851
2016-04-27T00:00:00.0/2016-04-28T00:00:00.0;7782.7451;6496.4814;5861.3081;635.1731;10287.4268;6350.3447;5649.9004;700.4447;9111.6924;0.9851
2016-04-28T00:00:00.0/2016-04-29T00:00:00.0;7735.7817;6387.2168;5740.3574;646.8596;10105.3818;5622.5645;4344.6665;1277.8979;6337.6206;0.9854
2016-04-29T00:00:00.0/2016-04-30T00:00:00.0;7689.2222;6365.3501;5762.9937;602.3564;10226.3633;6163.8125;5442.8672;720.9456;8937.54;0.9861
2016-04-30T00:00:00.0/2016-05-01T00:00:00.0;7643.2178;6325.437;5765.98;559.457;10248.2812;6221.7773;5628.6812;593.0958;9546.793;0.9861
2016-05-01T00:00:00.0/2016-05-02T00:00:00.0;7597.603;6315.8013;5617.7432;698.0577;9944.6377;4984.2729;2369.0654;2615.2073;3446.3022;0.9868
2016-05-02T00:00:00.0/2016-05-03T00:00:00.0;7552.5332;6361.8237;5783.5928;578.2308;10401.3818;5806.7397;5023.7388;783.0007;7847.915;0.9872
2016-05-03T00:00:00.0/2016-05-04T00:00:00.0;7508.0347;6208.3721;5547.5562;660.8156;9919.0576;5967.0034;5142.9502;824.053;8486;0.9872
2016-05-04T00:00:00.0/2016-05-05T00:00:00.0;7464;6160.8457;5569.1772;591.6687;10026.4541;5871.3877;5058.7578;812.6295;8267.8838;0.9878
2016-05-05T00:00:00.0/2016-05-06T00:00:00.0;7420.6055;6116.3262;5430.791;685.5356;9757.0234;4627.2778;2858.3804;1768.8973;4026.2856;0.983
2016-05-06T00:00:00.0/2016-05-07T00:00:00.0;7377.7246;6097.0215;5483.8159;613.2055;9973.957;5357.1729;4323.8599;1033.3134;6350.7134;0.9885
2016-05-07T00:00:00.0/2016-05-08T00:00:00.0;7335.5195;6100.2222;5611.0938;489.128;10326.3623;4984.7505;3767.2747;1217.4757;5526.0928;0.9885
2016-05-08T00:00:00.0/2016-05-09T00:00:00.0;7293.8599;6137.6582;5661.2886;476.3696;10468.1484;4703.4102;2953.9778;1749.4324;4913.5093;0.9892
2016-05-09T00:00:00.0/2016-05-10T00:00:00.0;7252.9248;6002.0356;5471.5049;530.531;10102.8037;4064.99;2123.2776;1941.7123;3200.4666;0.984
2016-05-10T00:00:00.0/2016-05-11T00:00:00.0;7212.6128;5985.2578;5503.229;482.0286;10232.9746;5393.0464;4697.9741;695.0724;7222.8013;0.9844
2016-05-11T00:00:00.0/2016-05-12T00:00:00.0;7172.9839;5968.4883;5483.271;485.2174;10241.1465;5526.3447;4556.4155;969.9291;7534.4951;0.9743
2016-05-12T00:00:00.0/2016-05-13T00:00:00.0;7134.0571;5953.8428;5473.1465;480.6963;10263.0254;5805.9844;5235.8374;570.147;9300.5693;0.9799
2016-05-13T00:00:00.0/2016-05-14T00:00:00.0;7095.8433;5977.6846;5526.0415;451.6431;10438.375;5769.3999;5225.7793;543.6206;9167.8652;0.9802
2016-05-14T00:00:00.0/2016-05-15T00:00:00.0;7058.3691;5957.606;5500.5381;457.0678;10411.3193;5210.8193;3878.9819;1331.8373;6083.3877;0.9806
2016-05-15T00:00:00.0/2016-05-16T00:00:00.0;7021.6431;5980.9824;5546.8296;434.1529;10588.1846;5345.7529;4577.8135;767.9396;7144.3682;0.9809
2016-05-16T00:00:00.0/2016-05-17T00:00:00.0;6985.6851;5816.48;5343.0557;473.4243;10160.2822;5563.7764;4887.8564;675.9199;8294.8896;0.9812
2016-05-17T00:00:00.0/2016-05-18T00:00:00.0;6950.5132;5828.6865;5267.896;560.7908;10002.4531;5568.7437;4618.915;949.8285;8315.1797;0.9816
2016-05-18T00:00:00.0/2016-05-19T00:00:00.0;6916.1855;5850.8018;5359.5103;491.2914;10270.4102;5433.4746;4316.9229;1116.552;7729.9297;0.9816
2016-05-19T00:00:00.0/2016-05-20T00:00:00.0;6882.6206;5950.1221;5416.0786;534.0435;10380.291;5836.5718;5267.4185;569.1533;9515.0947;0.9819
2016-05-20T00:00:00.0/2016-05-21T00:00:00.0;6849.9082;5778.7134;5335.0479;443.6657;10305.6426;5539.3896;4902.1016;637.288;8825.623;0.9823
2016-05-21T00:00:00.0/2016-05-22T00:00:00.0;6818.0591;5738.8491;5296.061;442.7882;10253.3418;5353.0488;4536.9316;816.1171;8030.5293;0.9823
2016-05-22T00:00:00.0/2016-05-23T00:00:00.0;6786.9976;5695.5586;5229.5913;465.9672;10145.4365;5520.4717;4947.9111;572.5607;8982.7832;0.983
2016-05-23T00:00:00.0/2016-05-24T00:00:00.0;6756.8945;5644.5371;5135.6035;508.9339;9941.6504;5490.4126;4901.6436;588.7689;8646.4805;0.983
2016-05-24T00:00:00.0/2016-05-25T00:00:00.0;6727.6313;5608.3223;5065.1543;543.168;9835.708;5315.2148;4639.4609;675.7536;7902.0513;0.9833
2016-05-25T00:00:00.0/2016-05-26T00:00:00.0;6699.3086;5619.6895;5096.1558;523.5334;9908.2412;3829.3201;1143.9432;2685.377;1959.5436;0.9833
2016-05-26T00:00:00.0/2016-05-27T00:00:00.0;6671.8076;5528.709;4942.3037;586.4053;9614.5596;5177.6855;4288.5366;889.1488;7626.8091;0.984
2016-05-27T00:00:00.0/2016-05-28T00:00:00.0;6645.3379;5468.229;4940.7168;527.5122;9633.3525;3492.2;1689.2532;1802.9468;2640.3567;0.984
2016-05-28T00:00:00.0/2016-05-29T00:00:00.0;6619.7876;5529.3018;5035.7236;493.5784;9893.7363;4938.479;3928.9001;1009.5786;6522.4956;0.984
2016-05-29T00:00:00.0/2016-05-30T00:00:00.0;6595.1582;5498.6123;5034.4512;464.1613;9926.293;5122.9927;4292.1406;830.8517;7210.5874;0.9792
2016-05-30T00:00:00.0/2016-05-31T00:00:00.0;6571.5205;5497.7559;5028.9375;468.8185;9946.4531;5169.5791;4400.7832;768.7963;7889.9688;0.9844
2016-05-31T00:00:00.0/2016-06-01T00:00:00.0;6548.8154;5526.9395;5054.3867;472.5529;10020.7363;5363.1123;4789.3091;573.8032;8883.5098;0.9851
2016-06-01T00:00:00.0/2016-06-02T00:00:00.0;6527.1392;5573.4658;5135.0391;438.4266;10242.7295;5198.5659;4384.4316;814.1342;7638.8247;0.9847
2016-06-02T00:00:00.0/2016-06-03T00:00:00.0;6506.3628;5452.5234;4957.4673;495.0562;9854.5225;5263.7251;4525.1426;738.5825;8275.7217;0.9854
2016-06-03T00:00:00.0/2016-06-04T00:00:00.0;6486.6958;5481.6865;5018.667;463.0194;10011.8213;4082.2783;1581.7816;2500.4968;2557.6599;0.9854
2016-06-04T00:00:00.0/2016-06-05T00:00:00.0;6468.0283;5575.082;5119.5391;455.5432;10247.6533;4489.6807;2358.5818;2131.0989;3814.6333;0.9854
2016-06-05T00:00:00.0/2016-06-06T00:00:00.0;6450.3477;5417.8354;4980.7515;437.084;9962.4746;4704.519;3135.0442;1569.475;5603.8726;0.9858
2016-06-06T00:00:00.0/2016-06-07T00:00:00.0;6433.7388;5336.8315;4819.0103;517.8211;9599.3623;3869.499;1368.0419;2501.457;2245.6155;0.9861
2016-06-07T00:00:00.0/2016-06-08T00:00:00.0;6418.1562;5360.4561;4869.0889;491.3672;9733.04;5147.6992;4489.5723;658.1271;8004.7388;0.9753
2016-06-08T00:00:00.0/2016-06-09T00:00:00.0;6403.5933;5379.3843;4924.5747;454.8099;9923.959;4796.3188;3340.6628;1455.656;5672.1143;0.9705
2016-06-09T00:00:00.0/2016-06-10T00:00:00.0;6390.1147;5393.4214;4916.6997;476.7215;9889.2754;3831.6145;1277.4508;2554.1636;2130.9937;0.9861
2016-06-10T00:00:00.0/2016-06-11T00:00:00.0;6377.686;5197.3618;4569.6909;627.6712;9067.3799;3581.7791;813.4706;2768.3086;1364.6522;0.9861
2016-06-11T00:00:00.0/2016-06-12T00:00:00.0;6366.3398;5213.0591;4613.6982;599.3609;9173.7373;4024.8562;1574.4828;2450.3733;2732.1643;0.9708
2016-06-12T00:00:00.0/2016-06-13T00:00:00.0;6356.0518;5193.4287;4649.5693;543.8594;9279.4639;5004.8247;4319.1655;685.6589;7853.1763;0.9861
2016-06-13T00:00:00.0/2016-06-14T00:00:00.0;6346.7871;5234.7388;4663.8735;570.8654;9348.877;3432.8582;809.3654;2623.4929;1473.8334;0.9812
2016-06-14T00:00:00.0/2016-06-15T00:00:00.0;6338.6523;5307.792;4867.4927;440.2993;9884.9072;5172.1772;4638.6597;533.5176;8631.3389;0.9865
2016-06-15T00:00:00.0/2016-06-16T00:00:00.0;6331.5864;5329.5977;4880.5913;449.0067;9914.2812;5212.2544;4694.6616;517.5928;8705.6143;0.9861
2016-06-16T00:00:00.0/2016-06-17T00:00:00.0;6325.5913;5275.4536;4764.8545;510.5992;9611.4629;4919.9546;4042.7024;877.2522;6970.1582;0.9865
2016-06-17T00:00:00.0/2016-06-18T00:00:00.0;6320.6426;5255.1729;4743.9253;511.2475;9543.7246;4301.5259;2167.6035;2133.9226;4285.8018;0.9868
2016-06-18T00:00:00.0/2016-06-19T00:00:00.0;6316.8604;5318.4136;4762.8428;555.5709;9569.251;5175.814;4537.5454;638.2686;8364.3916;0.9865
2016-06-19T00:00:00.0/2016-06-20T00:00:00.0;6314.124;5278.2314;4770.4634;507.7685;9628.7549;5155.0654;4572.937;582.1282;8632.1455;0.9865
2016-06-20T00:00:00.0/2016-06-21T00:00:00.0;6312.4639;5354.8364;4878.9097;475.9268;9890.6562;5198.0386;4604.0854;593.953;8688.668;0.9865
2016-06-21T00:00:00.0/2016-06-22T00:00:00.0;6311.8486;5324.0615;4856.7114;467.3499;9860.3428;5175.708;4604.627;571.081;8609.0098;0.9868
2016-06-22T00:00:00.0/2016-06-23T00:00:00.0;6312.3564;5255.7305;4732.8789;522.8516;9559.3916;5124.7461;4522.0117;602.7342;8373.3877;0.9868
2016-06-23T00:00:00.0/2016-06-24T00:00:00.0;6313.9897;5359.6895;4902.5107;457.1791;9974.958;5262.8062;4754.1724;508.6336;9096.666;0.9865
2016-06-24T00:00:00.0/2016-06-25T00:00:00.0;6316.6636;5378.2817;4844.6968;533.5849;9780.9033;3176.55;674.2802;2502.2698;1228.9656;0.9865
2016-06-25T00:00:00.0/2016-06-26T00:00:00.0;6320.4067;5180.6938;4675.1699;505.5241;9403.5391;4381.0698;3234.5459;1146.524;5446.8569;0.9868
2016-06-26T00:00:00.0/2016-06-27T00:00:00.0;6325.2178;5249.5859;4770.9175;478.6685;9640.4746;4815.0386;4062.7244;752.3143;6861.4824;0.9865
2016-06-27T00:00:00.0/2016-06-28T00:00:00.0;6331.1216;5370.5391;4905.4043;465.1351;9931.9199;4974.3608;4176.0708;798.2901;7399.6548;0.9865
2016-06-28T00:00:00.0/2016-06-29T00:00:00.0;6338.0903;5299.2168;4800.3716;498.8453;9662.5342;2726.9026;441.9689;2284.9336;926.9762;0.9865
2016-06-29T00:00:00.0/2016-06-30T00:00:00.0;6346.1147;5207.7441;4582.7314;625.0127;9115.5928;4941.5625;4038.47;903.0923;7214.7002;0.9865
2016-06-30T00:00:00.0/2016-07-01T00:00:00.0;6355.2461;5376.0972;4903.689;472.4087;9908.8857;5256.5601;4702.5869;553.9731;8869.8516;0.9812
2016-07-01T00:00:00.0/2016-07-02T00:00:00.0;6365.3921;5305.3896;4749.8633;555.5266;9481.7412;4952.0869;3984.2444;967.8428;7227.2876;0.9861
2016-07-02T00:00:00.0/2016-07-03T00:00:00.0;6376.5767;5255.0874;4752.1982;502.8893;9503.4658;4495.7905;3491.4351;1004.3557;5571.1855;0.9861
2016-07-03T00:00:00.0/2016-07-04T00:00:00.0;6388.8511;5233.5903;4733.1768;500.4135;9437.8115;3538.0706;2105.2095;1432.8612;3483.9663;0.9858
2016-07-04T00:00:00.0/2016-07-05T00:00:00.0;6402.1221;5288.2998;4821.9521;466.3475;9654.1875;4308.6206;2594.4585;1714.1622;4293.6885;0.9858
2016-07-05T00:00:00.0/2016-07-06T00:00:00.0;6416.4033;5392.2329;4960.4971;431.7358;9975.6855;4921.0049;4063.7366;857.2682;6745.7036;0.9858
2016-07-06T00:00:00.0/2016-07-07T00:00:00.0;6431.7612;5435.5234;4944.0054;491.518;9903.3398;4972.7427;3814.6372;1158.1056;6377.3232;0.9854
2016-07-07T00:00:00.0/2016-07-08T00:00:00.0;6448.082;5346.605;4845.5386;501.0663;9631.1953;3575.6536;1193.9347;2381.7188;2034.5408;0.9854
2016-07-08T00:00:00.0/2016-07-09T00:00:00.0;6465.4365;5199.2476;4588.3579;610.8897;8983.8594;3422.9512;1308.4187;2114.5325;2568.0425;0.9851
2016-07-09T00:00:00.0/2016-07-10T00:00:00.0;6483.7544;5556.8022;5144.3813;412.4207;10317.3604;5426.3647;4905.5908;520.7739;8913.208;0.9851
2016-07-10T00:00:00.0/2016-07-11T00:00:00.0;6503.0391;5498.9692;5080.7773;418.1918;10151.915;5314.5229;4714.1265;600.3965;8593.6328;0.9851
2016-07-11T00:00:00.0/2016-07-12T00:00:00.0;6523.3379;5644.3579;5215.7563;428.6016;10414.7256;5296.8857;4336.4219;960.4639;8299.0391;0.9795
2016-07-12T00:00:00.0/2016-07-13T00:00:00.0;6544.603;5638.4126;5218.041;420.3716;10389.0879;5509.3511;4978.3599;530.9911;9161.9824;0.974
2016-07-13T00:00:00.0/2016-07-14T00:00:00.0;6566.8052;5736.5835;5304.7456;431.8377;10537.6855;5630.0273;5080.7524;549.2751;9577.8682;0.984
2016-07-14T00:00:00.0/2016-07-15T00:00:00.0;6589.9165;5790.4331;5345.5933;444.8399;10610.2803;4967.8193;3365.0713;1602.7479;5461.8359;0.984
2016-07-15T00:00:00.0/2016-07-16T00:00:00.0;6613.9346;5560.8394;5091.376;469.4633;9997.8828;5240.0156;4433.0503;806.9653;7477.0034;0.984
2016-07-16T00:00:00.0/2016-07-17T00:00:00.0;6638.9058;5658.3335;5222.4546;435.8789;10286.8662;5055.1465;3569.4956;1485.6509;6839.8315;0.9837
2016-07-17T00:00:00.0/2016-07-18T00:00:00.0;6664.7812;5720.7783;5194.7861;525.9919;10114.2041;4624.6567;2432.9712;2191.6853;4019.0332;0.9833
2016-07-18T00:00:00.0/2016-07-19T00:00:00.0;6691.5366;5682.4624;5110.7354;571.7272;9868.5566;4576.1895;1965.0958;2611.0935;3238.1641;0.983
2016-07-19T00:00:00.0/2016-07-20T00:00:00.0;6719.1323;5683.3901;5171.0415;512.3485;10005.0391;5592.6841;5021.3433;571.3407;9169.1396;0.983
2016-07-20T00:00:00.0/2016-07-21T00:00:00.0;6747.5659;5789.543;5278.1196;511.4235;10221.1855;5662.4062;5050.6763;611.7303;9164.8965;0.983
2016-07-21T00:00:00.0/2016-07-22T00:00:00.0;6776.9517;5774.4556;5225.1743;549.2813;10044.5596;4724.7539;2147.2734;2577.4805;3402.791;0.9823
2016-07-22T00:00:00.0/2016-07-23T00:00:00.0;6807.0762;5780.7422;5123.0566;657.6859;9752.7715;4994.6284;2975.8879;2018.7408;5020.6523;0.9719
2016-07-23T00:00:00.0/2016-07-24T00:00:00.0;6838.0425;5879.0063;5291.9019;587.1047;10093.5498;5417.7383;4390.1655;1027.5725;7231.6201;0.9559
2016-07-24T00:00:00.0/2016-07-25T00:00:00.0;6869.8418;5773.9688;5122.8706;651.098;9658.3975;5541.1099;4650.521;890.5887;8069.9741;0.9816
2016-07-25T00:00:00.0/2016-07-26T00:00:00.0;6902.3613;5920.9873;5382.376;538.6114;10210.6514;5781.6055;5142.0479;639.5577;9007.6758;0.9764
2016-07-26T00:00:00.0/2016-07-27T00:00:00.0;6935.7505;5866.3765;5417.3242;449.052;10315.0088;5763.9829;5244.9321;519.051;9370.6016;0.9705
2016-07-27T00:00:00.0/2016-07-28T00:00:00.0;6969.811;5857.2007;5304.0186;553.1821;9963.1182;5692.9443;5000.7188;692.2254;8787.9453;0.9809
2016-07-28T00:00:00.0/2016-07-29T00:00:00.0;7004.6826;5976.7876;5419.8994;556.8883;10183.4619;5901.9727;5308.3745;593.598;9481.207;0.9594
2016-07-29T00:00:00.0/2016-07-30T00:00:00.0;7040.2183;6028.395;5388.7202;639.6753;10021.374;5955.0874;5281.3774;673.7097;9364.1191;0.9802
2016-07-30T00:00:00.0/2016-07-31T00:00:00.0;7076.4717;5920.8149;5320.3647;600.4503;9874.8291;5753.8208;5032.082;721.739;8544.6816;0.9799
2016-07-31T00:00:00.0/2016-08-01T00:00:00.0;7113.4512;5931.5454;5335.71;595.8355;9842.8008;5797.6226;5115.5742;682.0484;8717.8672;0.9795
2016-08-01T00:00:00.0/2016-08-02T00:00:00.0;7151.0757;5925.3643;5364.6182;560.7457;9888.2246;5801.6099;5149.0742;652.5358;8944.3389;0.9792
2016-08-02T00:00:00.0/2016-08-03T00:00:00.0;7189.3716;5952.4795;5326.4604;626.0191;9718.7402;5752.2783;4953.0122;799.2661;8431.8047;0.9788
2016-08-03T00:00:00.0/2016-08-04T00:00:00.0;7228.2983;6052.9868;5399.1479;653.8389;9828.6523;5374.999;4033.655;1341.344;6088.623;0.9889
2016-08-04T00:00:00.0/2016-08-05T00:00:00.0;7267.7925;6098.3506;5490.498;607.8524;9989.0098;5531.8804;3873.301;1658.579;6523.7344;0.9889
2016-08-05T00:00:00.0/2016-08-06T00:00:00.0;7307.9858;6055.4814;5411.7681;643.7134;9762.5957;5685.3525;4495.1348;1190.2179;7348.4399;0.983
2016-08-06T00:00:00.0/2016-08-07T00:00:00.0;7348.6655;5949.4023;5244.0986;705.3041;9332.3359;4163.7178;1489.1757;2674.542;2235.2205;0.9878
2016-08-07T00:00:00.0/2016-08-08T00:00:00.0;7389.9971;5976.1704;5298.6816;677.4885;9383.126;4559.4697;2341.8755;2217.5945;4123.3584;0.9878
2016-08-08T00:00:00.0/2016-08-09T00:00:00.0;7431.8335;6268.6528;5661.8276;606.8254;10164.123;6138.2402;5487.3169;650.9234;9103.8467;0.9872
2016-08-09T00:00:00.0/2016-08-10T00:00:00.0;7474.144;6193.9746;5648.8691;545.1053;10109.2803;5907.1465;5141.5708;765.5761;8167.8115;0.9819
2016-08-10T00:00:00.0/2016-08-11T00:00:00.0;7517.0527;6280.7544;5662.4941;618.2601;10063.9385;5838.7559;5002.9985;835.7571;8036.6333;0.9865
2016-08-11T00:00:00.0/2016-08-12T00:00:00.0;7560.4019;6487.3975;5870.9902;616.4073;10451.8525;6264.1406;5481.0825;783.0579;8946.3691;0.9861
2016-08-12T00:00:00.0/2016-08-13T00:00:00.0;7604.1685;6376.2847;5715.5361;660.7489;10083.8027;6275.229;5577.0884;698.1404;9335.1377;0.9861
2016-08-13T00:00:00.0/2016-08-14T00:00:00.0;7648.4868;6530.5215;5831.7798;698.7419;10240.6143;6452.2705;5739.2622;713.0081;9641.3203;0.9851
2016-08-14T00:00:00.0/2016-08-15T00:00:00.0;7693.187;6466.8433;5754.0688;712.7745;10056.3398;6347.7686;5575.3286;772.4399;9225.8994;0.9851
2016-08-15T00:00:00.0/2016-08-16T00:00:00.0;7738.2778;6542.0591;5912.7876;629.2714;10394.0996;6389.689;5674.8252;714.8635;9362.915;0.9795
2016-08-16T00:00:00.0/2016-08-17T00:00:00.0;7783.7905;6697.5796;6093.2026;604.3769;10656.8955;6610.3965;5990.5454;619.851;10012.4033;0.9844
2016-08-17T00:00:00.0/2016-08-18T00:00:00.0;7829.6724;6661.8735;6067.3989;594.4745;10618.9258;6413.5996;5585.9189;827.6807;8938.1172;0.984
2016-08-18T00:00:00.0/2016-08-19T00:00:00.0;7875.897;6667.3545;5981.8965;685.4581;10347.335;6520.7725;5811.6929;709.0796;9265.4922;0.984
2016-08-19T00:00:00.0/2016-08-20T00:00:00.0;7922.5137;6881.7188;6337.0869;544.6318;10979.9072;6781.396;6219.8159;561.58;10269.085;0.983
2016-08-20T00:00:00.0/2016-08-21T00:00:00.0;7969.3594;6834.9551;6257.6558;577.2993;10906.3545;6692.5864;6065.9526;626.6336;9919.0186;0.983
2016-08-21T00:00:00.0/2016-08-22T00:00:00.0;8016.5508;6976.79;6375.8052;600.9846;11014.9912;6822.937;6181.6118;641.3252;10039.6465;0.9826
2016-08-22T00:00:00.0/2016-08-23T00:00:00.0;8064.0781;7105.623;6539.4487;566.1746;11255.9375;6979.0244;6380.2734;598.751;10321.6357;0.9819
2016-08-23T00:00:00.0/2016-08-24T00:00:00.0;8111.8223;6840.9272;6005.3662;835.5613;10090.3984;6586.1895;5637.4155;948.7742;8632.0098;0.9764
2016-08-24T00:00:00.0/2016-08-25T00:00:00.0;8159.8018;6899.7583;6239.6104;660.1479;10548.2842;5606.1616;4564.2319;1041.9299;6252.5381;0.976
2016-08-25T00:00:00.0/2016-08-26T00:00:00.0;8208.0576;6843.2334;5984.062;859.171;9954.2119;6727.8364;5848.7964;879.0403;9327.2051;0.9753
2016-08-26T00:00:00.0/2016-08-27T00:00:00.0;8256.4805;7020.4204;6247.0791;773.3411;10357.2637;6556.8799;5291.5127;1265.3673;7828.3599;0.9753
2016-08-27T00:00:00.0/2016-08-28T00:00:00.0;8305.0469;6873.2905;6045.833;827.4578;9923.0234;4529.3374;1191.2305;3338.1069;1701.9824;0.975
2016-08-28T00:00:00.0/2016-08-29T00:00:00.0;8353.8721;6921.7246;6169.3589;752.3655;10206.7256;5734.8994;4214.1992;1520.7001;5573.2651;0.9743
2016-08-29T00:00:00.0/2016-08-30T00:00:00.0;8402.8154;7136.5547;6533.6553;602.8995;10867.9521;5143.2671;2214.3115;2928.9556;3592.426;0.9792
2016-08-30T00:00:00.0/2016-08-31T00:00:00.0;8451.8818;7416.6104;6798.4209;618.1896;11327.4951;7188.896;6480.7104;708.1855;10047.9863;0.9788
2016-08-31T00:00:00.0/2016-09-01T00:00:00.0;8501.0518;7471.9629;6895.834;576.1285;11490.2178;7047.1509;6254.8374;792.3137;9004.6865;0.9785
2016-09-01T00:00:00.0/2016-09-02T00:00:00.0;8550.373;7192.6187;6335.3701;857.2486;10276.8809;6209.7314;4766.5449;1443.1865;6663.231;0.9774
2016-09-02T00:00:00.0/2016-09-03T00:00:00.0;8599.7217;7041.3447;6132.7178;908.6271;9823.6064;4094.0308;1337.8486;2756.1821;1806.0396;0.9774
2016-09-03T00:00:00.0/2016-09-04T00:00:00.0;8649.1074;7295.2866;6575.3408;719.9455;10686.958;6341.0215;5149.2651;1191.7561;6804.4819;0.9771
2016-09-04T00:00:00.0/2016-09-05T00:00:00.0;8698.584;7506.3276;6888.062;618.2661;11262.2686;7363.1836;6737.6611;625.5222;10448.1055;0.976
2016-09-05T00:00:00.0/2016-09-06T00:00:00.0;8748.043;7707.0967;7188.4199;518.6768;11847.6797;7503.8325;6952.231;551.6015;10684.2178;0.976
2016-09-06T00:00:00.0/2016-09-07T00:00:00.0;8797.4883;7649.894;7016.7432;633.1509;11439.0293;6900.6704;5498.7729;1401.8973;7617.3804;0.9757
2016-09-07T00:00:00.0/2016-09-08T00:00:00.0;8846.9082;7514.8081;6843.2305;671.5778;11043.6807;7146.644;6172.1963;974.4479;9148.8906;0.975
2016-09-08T00:00:00.0/2016-09-09T00:00:00.0;8896.3477;7597.0757;6849.749;747.3265;10985.6875;7457.7944;6724.1826;733.6119;10279.7217;0.9747
2016-09-09T00:00:00.0/2016-09-10T00:00:00.0;8945.6826;7571.9053;6891.207;680.6985;11032.1221;7386.9653;6671.8145;715.1507;10126.3662;0.9743
